who	Newbie	Age	Gender	Household Income	Sexual Preference	Country	Education Attainment	Major Occupation	Marital Status	Years on Internet
id89746	0	31	Male	Under $10	NA	Texas	Masters	Education	Married	1-3 yr
id89750	0	30	Male	$20-29	Heterosexual	New Jersey	Masters	Education	Single	4-6 yr
id89797	0	57	Male	Over $100	Heterosexual	Pennsylvania	Professional	Professional	Married	4-6 yr
id89810	0	34	Male	$75-99	Gay male	Massachusetts	College	Professional	NA	4-6 yr
id89858	0	19	Male	$50-74	Heterosexual	North Carolina	Some College	Education	Single	1-3 yr
id89867	0	19	Male	$75-99	Bisexual	New York	Some College	Education	Single	4-6 yr
id89876	0	30	Male	$75-99	Heterosexual	California	Doctoral	Computer	Single	Over 7 yr
id89881	0	39	Male	$10-19	Heterosexual	Netherlands	High School	Professional	Single	1-3 yr
id89884	1	31	Female	$50-74	Heterosexual	Missouri	Some College	Computer	Married	6-12 mo
id78519	0	24	Male	$40-49	Heterosexual	Maryland	Some College	Professional	Married	1-3 yr
id79577	0	46	Male	Over $100	Heterosexual	California	Doctoral	Computer	Divorced	Over 7 yr
id89885	0	61	Male	$30-39	Heterosexual	Texas	Some College	Other	Married	1-3 yr
id54589	0	38	Male	$40-49	Heterosexual	Indiana	College	Computer	Married	Over 7 yr
id89943	0	26	Male	$75-99	Heterosexual	California	Some College	Computer	Married	4-6 yr
id89950	0	28	Male	$75-99	Bisexual	Texas	Professional	Professional	Single	1-3 yr
id76265	1	31	Male	$10-19	Heterosexual	Australia	College	Education	Married	6-12 mo
id81963	0	36	Male	$40-49	Gay male	Minnesota	Some College	Computer	Single	1-3 yr
id89961	0	20	Male	NA	Heterosexual	Florida	Some College	Other	Single	4-6 yr
id89965	1	52	Male	$10-19	Bisexual	California	Masters	Professional	Other	6-12 mo
id89975	0	50	Female	Over $100	Heterosexual	West Virginia	Professional	Professional	Married	1-3 yr
id1873	0	25	Male	Under $10	Heterosexual	Denmark	College	Education	Other	1-3 yr
id90008	0	31	Female	Over $100	Heterosexual	Illinois	College	Management	Married	1-3 yr
id73666	0	26	Male	$40-49	Heterosexual	Minnesota	Some College	Computer	Single	1-3 yr
id73907	0	22	Male	$50-74	Heterosexual	Florida	Some College	Computer	Single	1-3 yr
id83603	0	27	Male	$30-39	Gay male	Alberta	College	Computer	Single	4-6 yr
id90062	0	17	Male	NA	Heterosexual	New York	High School	Education	Single	1-3 yr
id74989	1	55	Female	$30-39	Lesbian	Arkansas	Some College	Other	Other	Under 6 mo
id2436	0	17	Male	$40-49	Heterosexual	New York	High School	Education	Single	1-3 yr
id71173	1	36	Male	$30-39	Heterosexual	Arkansas	College	Professional	Single	6-12 mo
id72754	1	45	Male	Under $10	Heterosexual	Oregon	High School	Other	Married	Under 6 mo
id72871	0	44	Male	Over $100	Heterosexual	Brazil	Some College	Computer	Other	1-3 yr
id78247	0	28	Male	$30-39	Heterosexual	Florida	College	Professional	Single	1-3 yr
id81154	0	20	Male	NA	Heterosexual	Japan	High School	Education	Single	4-6 yr
id90141	0	32	Male	$75-99	Heterosexual	Connecticut	College	Computer	Other	1-3 yr
id90193	1	43	Female	$50-74	Heterosexual	Ontario	High School	Computer	Married	6-12 mo
id90194	0	33	Female	$50-74	Heterosexual	New Hampshire	College	Other	Married	4-6 yr
id90206	0	32	Male	$30-39	Heterosexual	New Jersey	Some College	Computer	Single	Over 7 yr
id81998	0	26	Male	$30-39	NA	Denmark	Masters	Computer	Single	Over 7 yr
id90220	0	80	Male	Under $10	Bisexual	Ohio	Some College	Other	Divorced	1-3 yr
id82731	0	41	Male	Over $100	Heterosexual	California	Doctoral	Management	Married	1-3 yr
id86961	0	NA	Male	NA	NA	Nevada	Some College	Computer	NA	4-6 yr
id90246	0	50	Male	Over $100	Heterosexual	New York	Masters	Education	Married	1-3 yr
id54943	1	26	Female	$30-39	Heterosexual	Arizona	Special	Professional	Single	6-12 mo
id90263	0	20	Male	$30-39	Bisexual	Indiana	College	Computer	Other	4-6 yr
id73200	0	26	Male	$50-74	Heterosexual	Connecticut	Professional	Management	Married	1-3 yr
id75268	0	27	Male	$50-74	Gay male	Quebec	College	Computer	Other	Over 7 yr
id81555	1	72	Female	$20-29	Heterosexual	Minnesota	Some College	Other	Married	6-12 mo
id85270	0	38	Male	$40-49	Heterosexual	Washington	College	Other	Married	1-3 yr
id82961	0	22	Male	$50-74	Gay male	Texas	High School	Computer	Single	4-6 yr
id75606	0	35	Female	$50-74	Heterosexual	North Carolina	College	Computer	Married	1-3 yr
id81671	1	NA	Male	$10-19	NA	Colorado	Grammar	Other	NA	Under 6 mo
id86349	0	24	Male	$40-49	Heterosexual	Rhode Island	College	Computer	Other	4-6 yr
id86830	0	31	Male	$50-74	Heterosexual	North Carolina	College	Computer	Other	1-3 yr
id78690	0	44	Female	$30-39	Heterosexual	Ontario	Professional	Professional	Divorced	1-3 yr
id85543	0	44	Female	$50-74	NA	Virginia	College	Professional	NA	4-6 yr
id80351	1	39	Female	Over $100	Heterosexual	British Columbia	College	Management	Married	6-12 mo
id89336	1	45	Male	NA	Gay male	New York	Special	Professional	Other	Under 6 mo
id89622	0	21	Male	Over $100	Heterosexual	Tennessee	Some College	Education	Single	4-6 yr
id73756	1	48	Male	$30-39	Heterosexual	Alberta	Special	Other	Married	6-12 mo
id79126	0	25	Male	$20-29	Bisexual	Ontario	Special	Other	Single	1-3 yr
id74609	0	23	Male	$20-29	Heterosexual	Finland	Some College	Education	Single	1-3 yr
id72059	1	41	Female	NA	Heterosexual	Florida	Some College	Professional	Married	Under 6 mo
id75713	1	34	Female	$75-99	Heterosexual	California	College	Management	Married	Under 6 mo
id85340	0	23	Female	$30-39	Heterosexual	New York	College	Professional	Single	1-3 yr
id86514	0	24	Male	$40-49	Heterosexual	California	College	Professional	Single	1-3 yr
id87357	0	30	Female	$75-99	Heterosexual	Georgia	College	Computer	Married	1-3 yr
id77892	0	47	Male	$50-74	Heterosexual	Germany	Professional	Management	Single	1-3 yr
id81112	0	36	Male	$40-49	Bisexual	California	Some College	Other	Single	4-6 yr
id86521	1	30	Female	$75-99	Heterosexual	California	Some College	Computer	Married	6-12 mo
id72570	0	25	Male	$30-39	Heterosexual	Alabama	College	Education	Single	1-3 yr
id75243	0	35	Male	$75-99	Heterosexual	Texas	Masters	Computer	Married	4-6 yr
id89439	0	21	Female	Under $10	Heterosexual	New York	Some College	Education	Single	1-3 yr
id87591	0	18	Male	NA	Heterosexual	Colorado	High School	Education	Single	4-6 yr
id76191	1	60	Female	$40-49	Heterosexual	South Carolina	Masters	Professional	Divorced	6-12 mo
id81034	0	30	Male	$75-99	Heterosexual	Ohio	College	Computer	Married	1-3 yr
id74362	0	27	Male	$30-39	Heterosexual	Other	College	Professional	NA	1-3 yr
id78160	1	18	Female	$50-74	Heterosexual	Indiana	High School	Education	Single	6-12 mo
id79130	0	27	Male	$50-74	Heterosexual	Virginia	College	Professional	Single	1-3 yr
id81222	0	39	Male	Over $100	Heterosexual	Austria	Doctoral	Management	Married	1-3 yr
id79137	0	45	Male	$10-19	Heterosexual	California	Some College	Computer	Separated	Over 7 yr
id73758	1	48	Male	$10-19	Heterosexual	Connecticut	Special	Professional	Divorced	6-12 mo
id74351	0	22	Male	$30-39	Heterosexual	Virginia	College	Management	Single	1-3 yr
id79140	1	19	Female	Under $10	Heterosexual	South Dakota	Some College	Education	Single	Under 6 mo
id73494	0	21	Male	$50-74	Heterosexual	Thailand	High School	Education	Single	1-3 yr
id75718	1	38	Female	$50-74	Heterosexual	Quebec	College	Professional	Other	6-12 mo
id81049	0	45	Male	Over $100	Heterosexual	New Jersey	Some College	Professional	Married	4-6 yr
id82470	1	53	Female	$40-49	Heterosexual	Missouri	High School	Other	Married	Under 6 mo
id85547	1	28	Male	$30-39	Heterosexual	Oklahoma	Some College	Other	Single	6-12 mo
id77258	0	27	Male	$10-19	Heterosexual	Italy	College	Computer	Single	4-6 yr
id85545	0	30	Female	$40-49	Heterosexual	Texas	Masters	Computer	Married	4-6 yr
id78663	0	22	Female	Over $100	Heterosexual	Virginia	College	Education	Single	1-3 yr
id79378	1	24	Male	$10-19	Heterosexual	Utah	Some College	Education	Married	6-12 mo
id89852	0	35	Male	$50-74	Heterosexual	Virginia	College	Professional	Single	1-3 yr
id78664	0	62	Male	$50-74	Heterosexual	Missouri	Some College	Other	Married	4-6 yr
id78665	0	49	Male	$50-74	Heterosexual	Kentucky	College	Computer	Divorced	1-3 yr
id81160	1	27	Male	$10-19	Heterosexual	Ohio	Some College	Other	Single	6-12 mo
id88331	1	58	Male	Over $100	Heterosexual	United Kingdom	Some College	Management	Married	Under 6 mo
id89058	1	26	Male	$10-19	Heterosexual	Manitoba	High School	Other	Separated	Under 6 mo
id77842	0	24	Female	$30-39	Bisexual	California	Masters	Computer	Other	4-6 yr
id86535	0	37	Male	$40-49	Heterosexual	France	Other	Computer	Married	1-3 yr
id84735	0	43	Male	$50-74	Heterosexual	Pennsylvania	College	Computer	Single	4-6 yr
id42609	1	40	Male	$10-19	Heterosexual	New York	Some College	Other	Single	Under 6 mo
id84529	0	40	Female	$40-49	Heterosexual	California	Some College	Computer	Married	1-3 yr
id88061	0	39	Female	$10-19	Heterosexual	Maryland	Some College	Education	Married	4-6 yr
id89062	1	28	Female	$40-49	Bisexual	Washington	College	Other	Other	Under 6 mo
id82267	1	13	Female	$50-74	Transgender	Washington	Other	Education	Single	6-12 mo
id71425	0	35	Female	$50-74	NA	Indiana	College	Computer	Other	1-3 yr
id71747	1	31	Male	$40-49	Heterosexual	Virginia	Special	Management	Married	6-12 mo
id77411	0	20	Male	$30-39	Heterosexual	Arkansas	Some College	Education	Single	4-6 yr
id76954	0	47	Male	$50-74	Heterosexual	Minnesota	College	Management	Married	4-6 yr
id81965	0	19	Male	NA	Bisexual	California	High School	Education	Single	4-6 yr
id88377	1	45	Male	$20-29	Heterosexual	New Jersey	Some College	Education	Single	Under 6 mo
id75139	0	48	Female	$10-19	Lesbian	Ontario	College	Professional	Single	1-3 yr
id86552	0	50	Male	$50-74	Heterosexual	Maine	Doctoral	Education	Divorced	Over 7 yr
id72310	0	37	Male	NA	Heterosexual	Massachusetts	College	Computer	Married	4-6 yr
id73748	0	28	Female	NA	NA	Sweden	Masters	Other	NA	1-3 yr
id78396	0	37	Male	$50-74	Heterosexual	Virginia	College	Computer	Married	Over 7 yr
id72311	0	43	Male	$50-74	Heterosexual	Minnesota	Professional	Management	Other	4-6 yr
id85245	0	43	Female	$50-74	Heterosexual	California	Some College	Computer	Married	1-3 yr
id77119	1	35	Female	$50-74	Heterosexual	Ontario	College	Professional	Married	Under 6 mo
id73102	0	41	Male	Over $100	Heterosexual	Massachusetts	College	Professional	Married	4-6 yr
id72527	0	61	Male	$50-74	Heterosexual	Virginia	Masters	Computer	Married	1-3 yr
id72592	0	32	Male	$50-74	Heterosexual	Florida	Masters	Professional	Married	1-3 yr
id80324	0	27	Male	$75-99	Heterosexual	Utah	College	Computer	Married	Over 7 yr
id88519	0	22	Female	$50-74	Heterosexual	California	College	Education	Other	4-6 yr
id74806	0	20	Male	Over $100	Transgender	Texas	Doctoral	Other	Single	Over 7 yr
id75225	0	58	Female	$30-39	Heterosexual	Washington	College	Other	Other	4-6 yr
id78765	1	34	Male	$40-49	Heterosexual	Sweden	Other	Professional	Single	6-12 mo
id71661	1	45	Male	$75-99	Heterosexual	Virginia	Some College	Management	Married	Under 6 mo
id64770	1	49	Female	NA	Heterosexual	Switzerland	Masters	Professional	Single	6-12 mo
id85156	0	25	Male	$20-29	Bisexual	Michigan	Some College	Computer	Married	4-6 yr
id76121	0	43	Male	$50-74	Heterosexual	New Jersey	High School	Computer	Separated	Over 7 yr
id85520	0	23	Female	NA	Heterosexual	Iowa	Some College	Education	Single	4-6 yr
id87842	0	22	Female	$50-74	Heterosexual	California	Some College	Computer	Other	4-6 yr
id73110	1	26	Female	$20-29	Heterosexual	Pennsylvania	College	Computer	Divorced	Under 6 mo
id73787	1	50	Male	Over $100	Heterosexual	Georgia	College	Management	Married	6-12 mo
id72649	1	39	Female	$20-29	Heterosexual	Oklahoma	Some College	Management	Married	Under 6 mo
id74172	0	16	Male	Under $10	Heterosexual	Other	High School	Computer	Single	1-3 yr
id72976	1	49	Female	$50-74	Bisexual	Colorado	Masters	Professional	Married	Under 6 mo
id73298	1	NA	Male	$40-49	NA	Texas	Some College	Management	Married	Under 6 mo
id73299	0	20	Female	Under $10	Heterosexual	Massachusetts	Some College	Education	Single	1-3 yr
id78766	0	31	Male	$75-99	Heterosexual	Washington	College	Computer	Married	Over 7 yr
id81268	0	20	Male	$50-74	Gay male	Florida	Some College	Computer	Single	4-6 yr
id73300	0	54	Male	$20-29	Heterosexual	Kentucky	Some College	Professional	Married	1-3 yr
id76668	1	42	Male	NA	NA	Washington	Other	Other	Single	Under 6 mo
id90219	0	38	Female	$50-74	Heterosexual	Alabama	Masters	Education	Married	1-3 yr
id76169	0	30	Female	$30-39	Heterosexual	Massachusetts	High School	Computer	Married	4-6 yr
id81269	0	33	Male	Over $100	Gay male	Florida	Some College	Other	Other	1-3 yr
id84804	0	23	Male	$30-39	Heterosexual	Tennessee	Some College	Computer	Single	4-6 yr
id72807	1	66	Female	Over $100	Heterosexual	Maryland	Doctoral	Other	Single	6-12 mo
id72811	0	60	Male	NA	Heterosexual	Iowa	Professional	Professional	Married	Over 7 yr
id85344	1	47	Female	$40-49	Heterosexual	Indiana	Masters	Education	Divorced	6-12 mo
id76631	0	35	Male	$75-99	Heterosexual	Netherlands	Masters	Computer	Single	1-3 yr
id83692	0	31	Female	$40-49	Heterosexual	Oregon	College	Computer	Single	1-3 yr
id87442	0	44	Male	$75-99	Heterosexual	Illinois	Some College	Professional	Married	4-6 yr
id72845	0	41	Male	Over $100	Bisexual	Indiana	Professional	Professional	Married	4-6 yr
id73313	0	43	Female	NA	Heterosexual	Massachusetts	Doctoral	Professional	Married	4-6 yr
id86563	1	19	Male	$40-49	Heterosexual	Indiana	High School	Education	Single	6-12 mo
id87912	0	32	Female	$40-49	Heterosexual	Arkansas	Some College	Other	Married	1-3 yr
id88632	0	19	Female	$10-19	Heterosexual	California	Some College	Education	Single	1-3 yr
id72687	1	47	Female	$20-29	Heterosexual	California	Masters	Education	Divorced	6-12 mo
id73119	1	22	Female	$20-29	Heterosexual	Mississippi	High School	Other	Married	Under 6 mo
id80003	1	42	Female	$75-99	Heterosexual	Ohio	Some College	Other	Married	Under 6 mo
id87346	0	36	Female	$40-49	Heterosexual	Alabama	Some College	Computer	Married	1-3 yr
id88869	0	26	Male	NA	Heterosexual	New Mexico	Masters	Professional	Single	Over 7 yr
id72692	0	12	Female	$75-99	Heterosexual	Michigan	Grammar	Education	Single	1-3 yr
id72850	1	73	Male	NA	Heterosexual	New Jersey	Masters	Other	Married	Under 6 mo
id76733	0	27	Male	NA	Heterosexual	Iowa	College	Computer	Single	Over 7 yr
id72854	0	22	Female	NA	Heterosexual	Texas	Some College	Computer	Single	1-3 yr
id39997	0	54	Male	$75-99	Heterosexual	Pennsylvania	College	Other	Married	1-3 yr
id62297	0	21	Male	$75-99	Heterosexual	Australia	College	Education	Single	1-3 yr
id82324	0	39	Male	$50-74	Heterosexual	Texas	Doctoral	Professional	Married	1-3 yr
id72868	1	36	Female	$20-29	Lesbian	Washington	College	Professional	Single	Under 6 mo
id74581	1	38	Female	$75-99	Heterosexual	Maryland	College	Other	Married	Under 6 mo
id85592	0	48	Male	$50-74	Heterosexual	Australia	Special	Professional	Married	4-6 yr
id81678	0	35	Male	$30-39	Heterosexual	Wisconsin	Masters	Computer	Single	Over 7 yr
id86496	1	27	Male	$40-49	Heterosexual	United Kingdom	College	Management	Other	6-12 mo
id73324	0	53	Female	$40-49	Heterosexual	Jamaica	Professional	Management	Other	1-3 yr
id73691	0	26	Male	$10-19	Heterosexual	Ontario	College	Professional	Other	4-6 yr
id77900	0	40	Male	$75-99	Heterosexual	United Kingdom	High School	Management	Married	1-3 yr
id78699	0	45	Female	$10-19	Heterosexual	California	Some College	Computer	Separated	4-6 yr
id72880	1	64	Male	Over $100	Heterosexual	California	Some College	Professional	Married	Under 6 mo
id86557	0	38	Female	NA	Heterosexual	Alabama	Masters	Professional	Married	1-3 yr
id74405	0	42	Male	$50-74	Heterosexual	Colorado	Masters	Computer	Married	4-6 yr
id74863	0	52	Female	NA	Heterosexual	Massachusetts	Some College	Management	Single	1-3 yr
id84056	0	24	Male	$75-99	Heterosexual	Massachusetts	College	Computer	Other	Over 7 yr
id12553	0	29	Female	NA	Heterosexual	Ohio	College	Education	Married	1-3 yr
id73336	1	36	Female	Under $10	Heterosexual	New York	Some College	Education	Separated	Under 6 mo
id73337	0	28	Male	$50-74	Heterosexual	Utah	College	Computer	Single	4-6 yr
id81118	0	42	Female	NA	NA	Virginia	Masters	Other	Married	4-6 yr
id82311	0	43	Female	Over $100	Heterosexual	New Zealand	College	Management	Married	1-3 yr
id76905	1	42	Male	NA	na	New Zealand	Masters	Education	Married	6-12 mo
id72737	0	25	Male	$50-74	Heterosexual	Washington	Professional	Professional	Single	4-6 yr
id75807	0	43	Male	$50-74	Heterosexual	Connecticut	Some College	Management	Married	1-3 yr
id81223	0	26	Male	$30-39	Heterosexual	Ohio	College	Computer	Single	Over 7 yr
id82979	0	22	Male	$40-49	Heterosexual	Massachusetts	College	Computer	Single	4-6 yr
id87359	0	21	Male	$10-19	Heterosexual	Florida	Some College	Education	Other	1-3 yr
id73508	0	28	Male	Over $100	Heterosexual	Texas	Masters	Professional	Married	1-3 yr
id74971	0	31	Male	$40-49	Heterosexual	United Kingdom	Some College	Computer	Other	1-3 yr
id76264	1	18	Male	$50-74	Heterosexual	Maryland	High School	Education	Single	Under 6 mo
id77515	0	28	Male	$50-74	Heterosexual	California	Some College	Computer	Married	1-3 yr
id84801	0	45	Male	NA	Heterosexual	Nevada	Masters	Management	Married	1-3 yr
id85296	0	19	Male	$50-74	Heterosexual	South Dakota	Some College	Education	Single	1-3 yr
id72941	1	28	Female	$30-39	Heterosexual	Washington	Some College	Other	Married	Under 6 mo
id78156	1	25	Male	$30-39	Heterosexual	United Kingdom	College	Professional	Other	Under 6 mo
id89207	0	39	Female	$50-74	Heterosexual	Texas	Some College	Other	Married	Over 7 yr
id72959	0	23	Female	$50-74	Heterosexual	Australia	Some College	Computer	Other	1-3 yr
id73543	1	46	Male	$50-74	Heterosexual	Rhode Island	Some College	Other	Married	Under 6 mo
id72957	0	29	Male	$10-19	Heterosexual	Oregon	Some College	Education	Married	1-3 yr
id72963	0	24	Male	$20-29	Heterosexual	Pennsylvania	Some College	Computer	Single	Over 7 yr
id84861	0	26	Male	Under $10	Heterosexual	Oregon	Some College	Computer	Single	Over 7 yr
id78941	0	44	Male	$50-74	Heterosexual	California	College	Professional	Single	1-3 yr
id82268	0	52	Male	$50-74	Heterosexual	Massachusetts	Masters	Professional	Married	4-6 yr
id89976	0	32	Male	Over $100	Gay male	New York	Masters	Professional	Single	1-3 yr
id9333	0	40	Male	NA	Heterosexual	California	Masters	Professional	Married	1-3 yr
id84672	1	38	Female	$50-74	Heterosexual	Indiana	College	Professional	Married	Under 6 mo
id73128	1	17	Female	Under $10	Heterosexual	Australia	Grammar	Education	Single	Under 6 mo
id75473	0	31	Male	$20-29	Heterosexual	Florida	College	Computer	Married	1-3 yr
id73148	1	39	Male	$20-29	Heterosexual	Pennsylvania	College	Management	Divorced	6-12 mo
id73151	0	36	Female	$50-74	NA	New York	College	Computer	Married	1-3 yr
id73154	0	39	Male	Over $100	Heterosexual	Australia	College	Management	Single	1-3 yr
id73546	1	69	Male	Over $100	Heterosexual	Oregon	Other	Other	Married	Under 6 mo
id76931	0	47	Male	Over $100	Heterosexual	Missouri	Some College	Professional	Single	1-3 yr
id78540	0	30	Male	$40-49	Heterosexual	North Carolina	College	Professional	Married	1-3 yr
id90221	1	48	Male	$20-29	Heterosexual	Oregon	Some College	Other	Divorced	Under 6 mo
id75168	0	25	Female	Under $10	Heterosexual	Kansas	Some College	Education	Single	1-3 yr
id73533	0	44	Male	Over $100	Heterosexual	Indiana	Masters	Computer	Married	1-3 yr
id80691	0	25	Male	Under $10	Heterosexual	India	Masters	Computer	Single	1-3 yr
id77376	0	37	Male	$75-99	Heterosexual	Illinois	Some College	Education	Single	1-3 yr
id86189	0	31	Male	$40-49	Heterosexual	New Mexico	College	Computer	Single	4-6 yr
id75646	0	15	Male	$30-39	Heterosexual	Ontario	High School	Education	Single	4-6 yr
id78703	1	71	Male	Under $10	Heterosexual	Pennsylvania	Special	Other	Single	6-12 mo
id79393	0	19	Male	$30-39	Heterosexual	Chile	Some College	Education	Single	4-6 yr
